Gender,Age,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobSatisfaction,MaritalStatus,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,MonthlyIncome
Female,43,Travel_Rarely,Research & Development,6,Bachelor,Low,81,High,Married,No,13,21,Better,16,19392
Male,48,Travel_Rarely,Research & Development,10,Bachelor,Very High,91,Medium,Married,No,12,29,Better,22,19665
Male,29,Travel_Frequently,Research & Development,24,College,Very High,73,Very High,Single,Yes,24,1,Good,1,2439
Female,46,Travel_Rarely,Sales,10,Bachelor,High,64,Medium,Married,No,21,14,Better,8,7314
Female,27,Travel_Frequently,Research & Development,15,Bachelor,Very High,77,Low,Married,No,19,8,Good,7,4774
Male,39,Travel_Rarely,Research & Development,19,Master,Very High,41,Very High,Divorced,No,14,7,Better,2,3902
Male,55,Travel_Rarely,Research & Development,2,Master,Medium,98,Very High,Married,No,20,19,Best,5,2662
Female,28,Travel_Rarely,Sales,3,Bachelor,Medium,78,Medium,Married,No,19,1,Better,1,2856
Male,30,Travel_Rarely,Sales,9,Bachelor,Medium,89,Very High,Single,No,13,1,Good,1,1081
Male,22,Travel_Rarely,Research & Development,7,Highschool,Very High,75,Medium,Single,Yes,23,1,Better,1,2472
Female,36,Travel_Rarely,Sales,10,Master,Medium,63,High,Married,Yes,13,10,Better,10,5673
Male,31,Travel_Rarely,Research & Development,20,Bachelor,Medium,89,High,Divorced,No,11,10,Better,10,4197
Male,34,Travel_Rarely,Sales,4,Bachelor,High,64,Very High,Married,Yes,13,9,Better,5,9713
Male,29,Travel_Rarely,Research & Development,7,Bachelor,Very High,59,Low,Single,No,14,11,Better,3,2062
Male,37,Travel_Rarely,Research & Development,7,Master,Very High,78,Low,Married,Yes,22,16,Better,5,4284
Female,35,Travel_Rarely,Research & Development,16,College,Very High,44,Medium,Married,Yes,11,4,Better,3,4788
Female,45,Travel_Rarely,Research & Development,25,College,Medium,93,Very High,Married,No,13,10,Good,9,5906
Male,36,Travel_Frequently,Human Resources,2,Highschool,Medium,94,Very High,Single,No,21,10,Good,10,3886
Male,40,Travel_Rarely,Research & Development,1,Master,Low,98,Low,Divorced,No,11,22,Better,19,16823
Female,26,Travel_Rarely,Research & Development,1,College,Medium,90,High,Married,Yes,13,1,Good,1,2933
Female,27,Travel_Rarely,Sales,2,College,Low,89,High,Single,No,14,9,Good,8,6500
Female,48,Travel_Frequently,Research & Development,22,Bachelor,Very High,58,Very High,Divorced,No,11,24,Better,22,17174
Male,44,Travel_Rarely,Research & Development,1,Master,Medium,78,Low,Married,No,15,10,Better,2,5033
Male,34,Non-Travel,Research & Development,16,Master,Very High,85,Low,Married,Yes,23,5,Better,5,2307
Male,56,Travel_Rarely,Research & Development,24,College,Low,97,Very High,Single,No,16,5,Better,4,2587
Male,36,Travel_Rarely,Sales,17,College,High,33,Medium,Married,No,16,12,Bad,4,5507
Female,41,Travel_Rarely,Sales,8,Bachelor,High,54,Medium,Married,No,21,14,Better,5,4393
Male,42,Travel_Rarely,Research & Development,6,Bachelor,High,83,Low,Married,No,13,18,Best,13,13348
Female,31,Travel_Rarely,Sales,10,College,High,86,Very High,Divorced,Yes,11,8,Better,5,6583
Female,34,Travel_Rarely,Sales,3,Highschool,Very High,75,Very High,Married,Yes,12,9,Good,4,8103
Female,31,Travel_Rarely,Research & Development,4,Bachelor,Low,62,High,Divorced,No,12,4,Good,2,3978
Male,26,Travel_Frequently,Research & Development,6,Bachelor,High,61,Very High,Married,No,18,8,Better,7,2544
Male,45,Travel_Frequently,Research & Development,1,Master,Medium,44,High,Single,No,12,12,Better,4,5399
Male,33,Travel_Rarely,Sales,10,Master,Medium,43,High,Single,No,14,10,Good,10,5487
Male,28,Travel_Frequently,Sales,1,College,High,42,Very High,Married,Yes,12,7,Better,7,6834
Male,29,Travel_Frequently,Sales,24,Bachelor,High,45,Low,Single,No,17,1,Better,1,1091
Female,39,Non-Travel,Sales,21,Master,Low,32,High,Married,No,19,10,Better,3,5736
Male,27,Travel_Rarely,Research & Development,2,Master,Medium,41,Medium,Married,No,11,6,Good,5,2226
Male,34,Travel_Frequently,Research & Development,22,Master,High,86,Very High,Married,Yes,15,16,Better,15,5747
Female,28,Travel_Rarely,Sales,13,College,Very High,84,High,Single,Yes,11,6,Better,2,9854
Male,47,Non-Travel,Research & Development,14,Master,High,64,Medium,Married,No,18,16,Best,8,5467
Female,56,Travel_Rarely,Sales,11,Doctor,Very High,89,Low,Married,No,16,6,Better,0,5380
Male,39,Travel_Rarely,Research & Development,9,College,Low,87,Low,Married,No,25,10,Better,10,5151
Female,38,Travel_Frequently,Research & Development,8,Bachelor,Very High,58,Medium,Divorced,Yes,16,20,Better,20,2133
Female,58,Travel_Rarely,Sales,21,Bachelor,Very High,72,Very High,Married,Yes,13,29,Good,1,17875
Female,32,Travel_Frequently,Research & Development,5,College,Low,47,High,Single,Yes,14,8,Better,4,2432
Male,38,Travel_Rarely,Research & Development,9,College,Medium,71,Very High,Divorced,No,19,10,Best,5,4771
Male,49,Travel_Frequently,Research & Development,2,Highschool,Medium,42,Very High,Married,No,15,28,Better,5,19161
Male,42,Travel_Rarely,Sales,12,Master,Medium,77,Very High,Divorced,Yes,12,14,Better,0,5087
Female,27,Travel_Frequently,Human Resources,22,Bachelor,Low,58,Medium,Married,No,12,1,Better,1,2863
Male,35,Travel_Rarely,Sales,18,Master,Medium,71,Low,Married,No,16,6,Bad,5,5561
Male,28,Non-Travel,Research & Development,16,Bachelor,High,49,High,Single,No,14,5,Good,5,2144
Male,31,Non-Travel,Research & Development,3,College,High,48,Low,Divorced,Yes,13,4,Best,4,3065
Male,36,Non-Travel,Research & Development,9,Master,Low,66,Medium,Married,No,22,5,Better,5,2810
Male,34,Travel_Rarely,Sales,1,Bachelor,Low,32,Very High,Single,No,21,14,Good,14,9888
Male,34,Travel_Rarely,Sales,13,Master,Very High,39,High,Divorced,No,18,9,Good,8,8628
Male,26,Travel_Rarely,Research & Development,1,Bachelor,High,95,Low,Single,No,13,8,Good,7,2867
Male,29,Travel_Rarely,Research & Development,1,Bachelor,Low,89,Low,Married,No,12,6,Good,5,5373
Female,32,Non-Travel,Research & Development,15,Master,High,34,Very High,Divorced,No,18,9,Better,5,6667
Male,31,Travel_Frequently,Research & Development,1,Bachelor,Very High,48,Low,Married,No,21,10,Better,10,5003
Male,28,Travel_Rarely,Research & Development,17,Bachelor,High,32,Very High,Divorced,No,12,6,Good,4,2367
Male,38,Travel_Rarely,Sales,1,Bachelor,Low,59,Low,Single,No,14,20,Good,1,2858
Female,35,Travel_Rarely,Sales,7,Master,High,55,Very High,Married,Yes,11,10,Better,10,5204
Male,27,Travel_Rarely,Sales,9,Bachelor,Very High,44,Very High,Single,No,14,7,Better,7,4105
Male,32,Travel_Rarely,Research & Development,5,Master,Very High,56,Very High,Single,No,24,8,Better,1,9679
Male,31,Travel_Frequently,Sales,26,Master,Low,63,Very High,Married,Yes,11,10,Better,10,5617
Male,53,Travel_Rarely,Sales,24,Master,Low,66,Low,Single,Yes,13,15,Good,2,10448
Female,54,Travel_Rarely,Research & Development,9,College,Low,67,High,Married,No,11,9,Good,4,2897
Male,33,Travel_Frequently,Research & Development,7,College,Very High,36,High,Divorced,No,20,9,Better,9,5968
Male,43,Travel_Rarely,Research & Development,11,Bachelor,Low,30,High,Married,No,17,10,Better,10,7510
Male,38,Travel_Frequently,Human Resources,1,Master,Very High,88,Medium,Married,Yes,11,7,Better,6,2991
Male,55,Travel_Rarely,Human Resources,26,Master,High,71,Medium,Married,Yes,18,35,Better,10,19636
Female,31,Travel_Rarely,Research & Development,2,Highschool,Very High,59,Very High,Divorced,Yes,11,1,Better,1,1129
Male,39,Travel_Rarely,Sales,15,Master,Medium,77,Low,Single,No,12,21,Better,20,13341
Male,42,Non-Travel,Research & Development,23,College,Very High,37,High,Single,No,12,20,Better,20,4332
Female,31,Non-Travel,Research & Development,10,Bachelor,High,40,High,Married,No,20,13,Best,11,11031
Female,54,Travel_Rarely,Research & Development,10,Bachelor,High,77,Low,Single,Yes,19,9,Better,5,4440
Male,24,Travel_Rarely,Research & Development,1,College,Medium,45,High,Single,No,12,4,Good,4,4617
Male,23,Travel_Rarely,Research & Development,12,College,Very High,78,Very High,Single,No,13,5,Best,5,2647
Female,40,Travel_Frequently,Research & Development,11,Bachelor,Very High,73,High,Married,No,11,10,Best,10,6323
Female,40,Travel_Rarely,Sales,2,College,Medium,92,Medium,Married,No,14,15,Better,11,5677
Female,25,Travel_Rarely,Human Resources,2,Bachelor,High,82,Medium,Married,No,14,6,Better,2,2187
Male,30,Travel_Rarely,Research & Development,1,College,Very High,76,Medium,Married,No,13,12,Good,12,3748
Male,25,Travel_Rarely,Research & Development,2,Highschool,Very High,57,High,Divorced,Yes,19,7,Good,2,3977
Male,47,Travel_Rarely,Research & Development,25,Bachelor,Low,84,High,Single,No,23,25,Better,17,8633
Male,33,Non-Travel,Research & Development,1,College,Medium,59,High,Divorced,No,12,1,Good,1,2008
Male,38,Travel_Rarely,Sales,1,Master,Very High,86,Medium,Married,No,15,16,Better,15,4440
Male,31,Travel_Rarely,Sales,2,College,Low,54,High,Married,No,19,3,Better,2,3067
Male,38,Travel_Frequently,Research & Development,6,Master,Low,72,High,Married,No,11,10,Better,8,5321
Male,42,Travel_Rarely,Research & Development,18,Master,Very High,35,Low,Divorced,Yes,17,9,Good,4,5410
Male,41,Travel_Rarely,Research & Development,1,Bachelor,Very High,76,Very High,Married,No,22,12,Better,5,2782
Female,47,Non-Travel,Research & Development,1,Highschool,High,98,Medium,Married,No,18,14,Bad,13,11957
Male,35,Travel_Rarely,Research & Development,11,Master,Very High,43,High,Married,Yes,11,5,Better,2,2660
Male,22,Travel_Rarely,Research & Development,1,College,Very High,63,High,Single,No,12,4,Best,3,3375
Male,35,Travel_Rarely,Research & Development,9,Master,Medium,48,High,Single,No,19,10,Better,10,5098
Female,33,Travel_Rarely,Research & Development,15,College,Medium,95,Very High,Married,Yes,13,10,Better,9,4878
Female,32,Travel_Rarely,Research & Development,29,Master,High,49,Medium,Single,No,13,6,Better,6,2837
Male,40,Travel_Rarely,Research & Development,1,Master,Low,83,Very High,Married,No,19,8,Good,1,2406
Male,32,Travel_Rarely,Sales,1,Master,Medium,68,Medium,Married,No,14,3,Better,2,2269
Male,39,Travel_Rarely,Research & Development,24,Highschool,Low,52,Very High,Single,No,13,18,Better,7,4108
Female,38,Travel_Rarely,Research & Development,10,Bachelor,Medium,99,High,Married,No,12,20,Better,18,13206
Female,32,Travel_Rarely,Sales,1,Master,High,48,Very High,Married,No,19,14,Better,14,10422
Female,37,Travel_Rarely,Research & Development,10,Bachelor,High,42,Very High,Married,Yes,25,16,Better,16,13744
Female,25,Travel_Rarely,Sales,8,College,Low,85,High,Divorced,Yes,22,6,Good,5,4907
Male,52,Non-Travel,Sales,29,Master,Low,40,Very High,Divorced,No,15,16,Good,9,3482
Male,44,Travel_Rarely,Research & Development,1,Bachelor,Medium,42,Very High,Single,Yes,12,6,Better,4,2436
Male,21,Travel_Rarely,Sales,5,Highschool,High,58,Low,Single,Yes,11,2,Better,2,2380
Male,39,Non-Travel,Research & Development,9,Bachelor,Very High,87,Very High,Single,No,13,21,Good,6,19431
Male,23,Travel_Frequently,Sales,9,Bachelor,Very High,33,Low,Married,No,19,1,Good,1,1790
Female,36,Travel_Rarely,Sales,3,Bachelor,Low,94,Very High,Married,No,19,10,Better,9,7644
Female,36,Travel_Frequently,Research & Development,4,College,Very High,97,Medium,Divorced,No,13,18,Better,4,5131
Male,56,Non-Travel,Research & Development,1,Master,High,57,High,Divorced,No,21,13,Good,13,6306
Male,29,Travel_Rarely,Research & Development,1,Master,Low,36,Very High,Married,Yes,14,4,Best,2,4787
Male,42,Travel_Rarely,Research & Development,2,Bachelor,Low,56,High,Married,No,11,24,Good,22,18880
Male,56,Travel_Rarely,Research & Development,7,College,Very High,72,High,Married,No,11,14,Bad,10,2339
Female,41,Travel_Rarely,Research & Development,28,Master,Low,60,Medium,Married,No,23,21,Better,20,13570
Female,34,Travel_Rarely,Sales,28,Bachelor,Very High,95,High,Married,No,21,8,Better,8,6712
Male,36,Non-Travel,Sales,15,Master,Very High,88,Very High,Divorced,No,24,15,Good,15,5406
Male,41,Travel_Rarely,Sales,3,Bachelor,High,57,Medium,Divorced,No,11,14,Better,5,8938
Male,32,Travel_Rarely,Research & Development,2,Bachelor,Very High,78,Low,Single,No,14,4,Better,4,2439
Female,35,Travel_Rarely,Human Resources,26,Master,High,31,Very High,Single,Yes,16,9,Better,9,8837
Female,38,Travel_Rarely,Sales,10,College,Low,100,Very High,Married,No,11,10,Better,10,5343
Male,50,Travel_Frequently,Sales,1,Master,Medium,94,High,Divorced,No,12,12,Better,6,6728
Female,36,Travel_Rarely,Sales,11,Master,Medium,100,Very High,Married,No,13,8,Good,6,6652
Female,45,Travel_Rarely,Sales,20,Bachelor,Very High,50,High,Single,No,15,8,Better,5,4850
Male,40,Travel_Rarely,Research & Development,2,Master,High,52,High,Single,No,14,8,Better,2,2809
Male,35,Travel_Frequently,Research & Development,18,Master,High,80,High,Married,Yes,14,10,Best,10,5689
Female,40,Travel_Rarely,Research & Development,2,Master,High,98,High,Married,No,14,20,Better,5,2001
Female,35,Travel_Rarely,Research & Development,1,Master,High,62,Very High,Married,No,12,4,Better,4,2977
Male,29,Travel_Rarely,Research & Development,13,College,Very High,46,Medium,Married,Yes,13,10,Better,4,4025
Female,29,Travel_Rarely,Research & Development,28,Master,Very High,73,Low,Single,No,14,5,Bad,5,3785
Male,50,Travel_Rarely,Sales,28,Bachelor,Very High,39,Low,Divorced,Yes,13,20,Better,3,10854
Female,39,Travel_Rarely,Sales,24,Highschool,Medium,60,Very High,Married,No,11,21,Good,20,12031
Male,31,Non-Travel,Research & Development,5,Bachelor,Medium,74,Low,Single,No,19,10,Better,9,9936
Female,26,Travel_Rarely,Sales,5,Bachelor,Very High,30,High,Single,No,18,5,Better,4,2966
Male,36,Travel_Frequently,Research & Development,23,College,High,41,Very High,Married,No,17,17,Better,5,2571
Male,39,Travel_Rarely,Research & Development,6,Highschool,Very High,42,Low,Married,No,15,9,Better,7,9991
Male,27,Travel_Rarely,Research & Development,4,Bachelor,Medium,87,Medium,Married,Yes,20,6,Better,6,6142
Male,49,Travel_Frequently,Sales,2,Bachelor,Very High,63,Medium,Married,No,14,17,Good,9,5390
Male,34,Travel_Rarely,Research & Development,8,Bachelor,Medium,82,High,Married,No,12,6,Best,4,4404
